,job_id,task_id,start_time,duration,cpu,storage
39,20,20_server,413.246901512146,6.851757764816284,10.1,69263360
40,21,21_client,423.39807748794556,17.7089262008667,0.0,168976384
41,21,21_server,434.0080168247223,7.08837890625,10.0,69263360
42,22,22_client,444.3993227481842,17.604215621948242,0.0,168976384
43,22,22_server,455.0407340526581,6.952128410339356,10.2,69263360
44,23,23_client,465.3004972934723,17.40675640106201,0.0,168976384
45,23,23_server,475.83369183540344,6.862723350524902,10.2,69263360
46,24,24_client,486.0940411090851,17.613989114761353,0.0,168976384
47,24,24_server,496.61753511428833,7.079368829727173,10.0,69263360
48,25,25_client,506.9966425895691,17.60428810119629,0.0,168976384
49,25,25_server,517.4918396472931,7.097905158996582,9.9,69263360
50,26,26_client,527.993816614151,17.507127285003662,0.0,168976384
51,26,26_server,538.3827722072601,7.107526302337647,10.3,69263360
52,27,27_client,548.8006384372711,17.70580554008484,0.0,168976384
53,27,27_server,559.4351170063019,7.060811758041382,9.9,69263360
54,28,28_client,569.9006600379944,17.601851224899292,0.0,168976384
55,28,28_server,580.3244786262512,7.167197942733765,10.2,69263360
56,29,29_client,590.7978270053864,17.812180280685425,0.0,168976384
57,29,29_server,601.5537950992584,7.045341968536377,10.1,69263360
58,30,30_client,611.8962957859039,17.90622901916504,0.0,168976384
59,30,30_server,622.5938403606415,7.19766640663147,10.0,69263360
60,31,31_client,633.1932218074799,17.615177392959595,0.0,168976384
61,31,31_server,643.8561024665833,6.941363573074341,10.1,69263360
62,32,32_client,654.0982012748718,17.511011838912964,0.0,168976384
63,32,32_server,664.7268249988556,6.871480464935303,10.2,69263360
64,33,33_client,674.9944956302643,17.80861520767212,0.0,168976384
65,33,33_server,685.7924103736877,6.998223543167114,9.9,69263360
66,34,34_client,696.0977168083191,17.51076030731201,0.0,168976384
67,34,34_server,706.6262860298157,6.970201253890991,10.2,69263360
68,35,35_client,716.9004228115082,17.40885043144226,0.0,168976384
69,35,35_server,727.4653151035309,6.833340644836426,10.4,69263360
70,36,36_client,737.5991139411926,17.512061834335327,0.0,168976384
71,36,36_server,748.1085345745087,6.991142272949219,10.0,69263360
72,37,37_client,758.4946608543396,17.506014823913574,0.0,168976384
73,37,37_server,768.9867703914642,7.002878427505493,10.0,69263360
74,38,38_client,779.2968370914459,17.50383996963501,0.0,168976384
75,38,38_server,789.7549109458923,7.035085439682007,10.1,69263360
76,39,39_client,800.0978946685791,17.404303312301636,0.0,168976384
77,39,39_server,810.5626502037048,6.929027795791626,10.1,69263360
78,40,40_client,820.8948650360107,17.91109609603882,0.0,168976384
79,40,40_server,831.6812386512756,7.113683700561523,10.1,69263360
80,41,41_client,842.1949400901794,17.81164264678955,0.0,168976384
81,41,41_server,853.0322270393372,6.963790655136108,10.1,69263360
82,42,42_client,863.3002321720123,18.002442121505737,0.0,168976384
83,42,42_server,874.1137597560883,7.177926063537598,9.9,69263360
84,43,43_client,884.6000516414642,17.41011071205139,0.0,168976384
85,43,43_server,895.1605553627014,6.838875770568848,10.1,69263360
86,44,44_client,905.3900353908539,17.41923952102661,0.0,168976384
87,44,44_server,915.9773070812225,6.82121205329895,10.3,69263360
88,45,45_client,926.2004916667938,17.70070457458496,0.0,168976384
89,45,45_server,936.8714745044708,7.019188642501831,10.3,69263360
90,46,46_client,947.199878692627,17.506295919418335,0.0,168976384
91,46,46_server,957.7493560314178,6.945959806442261,10.2,69263360
92,47,47_client,968.0906708240509,17.6223087310791,0.0,168976384
93,47,47_server,978.6003684997559,7.099315881729126,10.3,69263360
94,48,48_client,989.0954070091248,17.613817930221558,0.0,168976384
95,48,48_server,999.6188328266144,7.079169034957886,10.0,69263360
96,49,49_client,1010.0000946521759,17.405975818634033,0.0,168976384
97,49,49_server,1020.4242186546326,6.971079111099243,10.2,69263360
98,50,50_client,1030.698617219925,17.508065938949585,0.0,168976384
99,50,50_server,1041.0437154769897,7.152341604232788,10.1,69263360
100,51,51_client,1350.3971951007843,21.321494102478027,0.0,168976384
101,51,51_server,1361.6403996944427,10.05674171447754,10.0,74272768
102,51,51_vnf_0,1350.5469884872437,0.1490609645843505,6.9,26107904
103,52,52_client,1375.09259390831,21.422492504119877,0.0,168976384
104,52,52_server,1385.6681623458862,10.825156688690186,10.1,76963840
105,52,52_vnf_0,1375.221706867218,0.0756571292877197,26.6,26845184
106,53,53_client,1399.8936114311218,21.727171182632446,0.0,168976384
107,53,53_server,1410.6931705474854,10.905086994171144,10.0,76967936
108,53,53_vnf_0,1400.0171012878418,0.0801420211791992,12.5,26845184
109,54,54_client,1424.8987545967102,21.712337493896484,0.0,168976384
110,54,54_server,1435.5136168003082,11.076093196868896,10.0,76967936
111,54,54_vnf_0,1425.0155913829803,0.0069172382354736,156.0,26845184
112,55,55_client,1449.8976361751556,21.414681434631348,0.0,168976384
113,55,55_server,1460.5532751083374,10.737703323364258,10.1,76967936
114,55,55_vnf_0,1450.014508485794,0.0826866626739502,24.3,26845184
115,56,56_client,1474.6001513004303,21.41709017753601,0.0,168976384
116,56,56_server,1485.198528289795,10.797452449798584,10.0,76967936
117,56,56_vnf_0,1474.7165923118591,0.0087943077087402,0.0,26845184
118,57,57_client,1499.3927686214447,21.1275486946106,0.0,168976384
119,57,57_server,1509.770022392273,10.729042291641235,10.1,76967936
120,57,57_vnf_0,1499.511302947998,0.0866880416870117,176.6,26845184
121,58,58_client,1523.8955132961273,21.723581314086918,0.0,168976384
122,58,58_server,1534.4347794055939,11.16249942779541,10.0,76967936
123,58,58_vnf_0,1524.0130949020386,0.082005500793457,0.0,26845184
124,59,59_client,1548.8990743160248,22.71966910362244,0.0,168976384
125,59,59_server,1559.7920677661896,11.80325436592102,10.1,76967936
126,59,59_vnf_0,1549.0184845924377,0.1767992973327636,17.0,26845184
127,60,60_client,1574.994678735733,21.62437605857849,0.0,168976384
128,60,60_server,1585.787026643753,10.805375099182127,10.2,76967936
129,60,60_vnf_0,1575.1316657066345,0.0675785541534423,0.0,26845184
130,61,61_client,1599.9960165023804,21.323850631713867,0.0,168976384
131,61,61_server,1610.56582903862,10.73255705833435,10.2,76967936
132,61,61_vnf_0,1600.115963935852,0.0068659782409667,154.8,26845184
133,62,62_client,1624.6919481754303,21.229390621185303,0.0,168976384
134,62,62_server,1635.2906227111816,10.60865569114685,10.1,76967936
135,62,62_vnf_0,1624.810371875763,0.1818616390228271,11.0,26845184
136,63,63_client,1649.199188709259,21.31506037712097,0.0,168976384
137,63,63_server,1659.8473660945892,10.644891500473022,10.0,76967936
138,63,63_vnf_0,1649.3211014270782,0.0727183818817138,27.7,26845184
139,64,64_client,1673.7957229614258,21.22447276115417,0.0,168976384
140,64,64_server,1684.3713223934174,10.627066850662231,10.1,76967936
141,64,64_vnf_0,1673.9118309020996,0.0836372375488281,12.0,26845184
142,65,65_client,1698.3930814266205,21.319852590560917,0.0,168976384
143,65,65_server,1709.0018026828766,10.689308404922484,10.1,76967936
144,65,65_vnf_0,1698.5108437538147,0.0874638557434082,23.0,26845184
145,66,66_client,1723.0933611392975,21.11801290512085,0.0,168976384
146,66,66_server,1733.5034906864166,10.686406135559082,10.1,76967936
147,66,66_vnf_0,1723.229410648346,0.0672307014465332,15.0,26845184
148,67,67_client,1747.5928976535797,21.120606184005737,0.0,168976384
149,67,67_server,1758.0561347007751,10.634432554244995,10.1,76967936
150,67,67_vnf_0,1747.7106313705444,0.0814783573150634,12.5,26845184
151,68,68_client,1772.0909991264343,21.22603392601013,0.0,168976384
152,68,68_server,1782.626806974411,10.668218612670898,10.1,76967936
153,68,68_vnf_0,1772.2063570022583,0.0089106559753417,118.8,26845184
154,69,69_client,1796.5973191261292,21.61975646018982,0.0,168976384
155,69,69_server,1807.437317609787,10.757490634918211,10.1,76967936
156,69,69_vnf_0,1796.718700170517,0.0762364864349365,13.3,26845184
157,70,70_client,1821.5898485183716,21.621976852416992,0.0,168976384
158,70,70_server,1832.5388131141663,10.651483058929443,10.0,76967936
159,70,70_vnf_0,1821.712462425232,0.0836353302001953,12.0,26845184
160,71,71_client,1846.4939212799072,21.326120615005493,0.0,168976384
161,71,71_server,1857.1892583370209,10.609290599822998,10.1,76967936
162,71,71_vnf_0,1846.6127688884735,0.1780040264129638,11.3,26845184
163,72,72_client,1871.1918621063232,21.225303888320923,0.0,168976384
164,72,72_server,1881.9292767047882,10.466434240341188,10.0,76967936
165,72,72_vnf_0,1871.3162140846252,0.0813360214233398,12.4,26845184
166,73,73_client,1895.7935662269592,21.218635082244877,0.0,168976384
167,73,73_server,1906.3527953624725,10.63769030570984,10.1,76967936
168,73,73_vnf_0,1895.9132289886475,0.0826401710510253,24.4,26845184
169,74,74_client,1920.2968406677246,20.82258939743042,0.0,168976384
170,74,74_server,1930.9131116867065,10.18518877029419,10.1,76967936
171,74,74_vnf_0,1920.4192667007446,0.0723195075988769,13.9,26845184
172,75,75_client,1944.4936940670013,22.127657890319824,0.0,168976384
173,75,75_server,1955.1557445526123,11.443729639053345,10.1,76967936
174,75,75_vnf_0,1944.6110005378723,0.0824253559112548,12.2,26845184
175,76,76_client,1969.8991651535034,21.1199209690094,0.0,168976384
176,76,76_server,1980.3578343391418,10.639849662780762,10.2,76967936
177,76,76_vnf_0,1970.015823841095,0.0071616172790527,148.4,26845184
178,77,77_client,1994.3904967308044,21.227189779281616,0.0,168976384
179,77,77_server,2005.0970587730408,10.498698472976685,10.1,76967936
180,77,77_vnf_0,1994.5146822929382,0.0066649913787841,0.0,26845184
181,78,78_client,2018.9917981624603,21.6216983795166,0.0,168976384
182,78,78_server,2029.7909815311432,10.799960374832152,10.1,76967936
183,78,78_vnf_0,2019.1083691120148,0.0854296684265136,23.7,26845184
184,79,79_client,2043.9941596984863,22.01886558532715,0.0,168976384
185,79,79_server,2054.784173488617,11.207839488983154,10.1,76967936
186,79,79_vnf_0,2044.118019580841,0.0806272029876709,12.5,26845184
187,80,80_client,2069.393981695175,21.824541091918945,0.0,168976384
188,80,80_server,2080.209423303604,10.98714280128479,10.0,76967936
189,80,80_vnf_0,2069.5170578956604,0.0791065692901611,25.4,26845184
190,81,81_client,2094.499370574951,21.12120270729065,0.0,168976384
191,81,81_server,2105.288547039032,10.30895733833313,10.3,76967936
192,81,81_vnf_0,2094.690289258957,0.1035170555114746,9.7,26845184
193,82,82_client,2118.8993587493896,21.317566871643063,0.0,168976384
194,82,82_server,2129.5924196243286,10.598025798797607,10.1,76967936
195,82,82_vnf_0,2119.0198678970337,0.0787267684936523,27.7,26845184
196,83,83_client,2143.5000052452087,21.117976665496823,0.0,168976384
197,83,83_server,2154.1765484809875,10.42018461227417,10.1,76967936
198,83,83_vnf_0,2143.622748851776,0.1675126552581787,13.2,26845184
199,84,84_client,2167.895007133484,21.12565851211548,0.0,168976384
200,84,84_server,2178.461985349655,10.537025690078735,10.0,76967936
201,84,84_vnf_0,2168.0120434761047,0.0872142314910888,11.5,26845184
202,85,85_client,2192.3998279571533,21.21839499473572,0.0,168976384
203,85,85_server,2202.9746720790863,10.62178087234497,10.0,76967936
204,85,85_vnf_0,2192.5214059352875,0.0072009563446044,146.8,26845184
205,86,86_client,2216.9910085201263,21.328487396240234,0.0,168976384
206,86,86_server,2227.5063326358795,10.791614532470703,10.0,76967936
207,86,86_vnf_0,2217.1095671653748,0.0878715515136718,22.9,26845184
208,87,87_client,2241.696601629257,21.32260608673096,0.0,168976384
209,87,87_server,2252.230136156082,10.766844511032104,10.0,76967936
210,87,87_vnf_0,2241.8140280246735,0.0813851356506347,12.4,26845184
211,88,88_client,2266.4953711032867,21.72447633743286,0.0,168976384
212,88,88_server,2277.380283355713,10.816714525222778,10.1,76967936
213,88,88_vnf_0,2266.611311197281,0.084714651107788,11.9,26845184
214,89,89_client,2291.5921878814697,21.426751136779785,0.0,168976384
215,89,89_server,2302.456016778946,10.541313886642456,10.1,76967936
216,89,89_vnf_0,2291.720114707947,0.0063056945800781,0.0,26845184
217,90,90_client,2316.6896135807037,21.12162208557129,0.0,168976384
218,90,90_server,2327.34286236763,10.447001457214355,10.1,76967936
219,90,90_vnf_0,2316.807309150696,0.087226390838623,23.1,26845184
220,91,91_client,2341.295135974884,21.416683673858643,0.0,168976384
221,91,91_server,2351.921928882599,10.76802110671997,10.0,76967936
222,91,91_vnf_0,2341.4123632907867,0.0795495510101318,12.7,26845184
223,92,92_client,2366.097716331482,21.34151339530945,0.0,168976384
224,92,92_server,2376.813532590866,10.583669662475586,10.0,76967936
225,92,92_vnf_0,2366.2150106430054,0.0791947841644287,12.7,26845184
226,93,93_client,2390.8906626701355,21.22572469711304,0.0,168976384
227,93,93_server,2401.488377094269,10.606647968292236,10.2,76967936
228,93,93_vnf_0,2391.0125572681427,0.1784145832061767,11.2,26845184
229,94,94_client,2415.497418165207,21.617133617401123,0.0,168976384
230,94,94_server,2426.1460978984833,10.94720196723938,10.1,76967936
231,94,94_vnf_0,2416.2914435863495,0.10127854347229,0.0,26845184
232,95,95_client,2440.4904520511627,21.330504894256592,0.0,168976384
233,95,95_server,2450.940640449524,10.85834503173828,10.1,76967936
234,95,95_vnf_0,2440.6130080223083,0.0808007717132568,12.5,26845184
235,96,96_client,2465.1969921588898,21.41915512084961,0.0,168976384
236,96,96_server,2475.6550114154816,10.93902349472046,10.1,76967936
237,96,96_vnf_0,2465.3141672611237,0.1757616996765136,78.6,26845184
238,97,97_client,2489.8985245227814,21.520469188690186,0.0,168976384
239,97,97_server,2500.3145434856415,11.083358526229858,10.1,76967936
240,97,97_vnf_0,2490.0144259929657,0.0810403823852539,24.9,26845184
241,98,98_client,2514.79540681839,21.824291944503784,0.0,168976384
242,98,98_server,2525.438071489334,11.160163402557371,9.9,76967936
243,98,98_vnf_0,2514.9148778915405,0.1756479740142822,0.0,26845184
244,99,99_client,2539.8983676433563,21.91614151000977,0.0,168976384
245,99,99_server,2550.7099685668945,11.08252477645874,10.0,76967936
246,99,99_vnf_0,2540.025281906128,0.0709023475646972,28.4,26845184
247,100,100_client,2565.0991191864014,21.21967387199402,0.0,168976384
248,100,100_server,2575.691643476486,10.60531520843506,10.0,76967936
249,100,100_vnf_0,2565.2166430950165,0.1734049320220947,12.1,26845184
250,101,101_client,3218.7996089458466,20.224946975708008,0.0,168976384
251,101,101_server,3229.4568567276,9.535290002822876,10.1,74240000
252,101,101_vnf_0,3218.9205281734467,0.1694092750549316,88.7,26783744
253,101,101_vnf_1,3219.125700712204,0.0722131729125976,13.9,26677248
254,102,102_client,3242.3927562236786,18.036019563674927,0.0,168976384
255,102,102_server,3253.01984667778,7.376019954681396,10.0,69255168
256,102,102_vnf_0,3242.5154795646667,0.0805585384368896,12.5,26783744
257,102,102_vnf_1,3242.724954843521,0.0720663070678711,0.0,26677248
258,103,103_client,3263.7004058361053,17.925115823745728,0.0,168976384
259,103,103_server,3274.393485546112,7.200915813446045,10.3,69255168
260,103,103_vnf_0,3263.8270087242126,0.0679583549499511,14.9,26783744
261,103,103_vnf_1,3264.0253636837006,0.0085854530334472,123.0,26677248
262,104,104_client,3284.995785474777,17.93172836303711,0.0,168976384
263,104,104_server,3295.6927876472473,7.203677415847778,10.0,69259264
264,104,104_vnf_0,3285.1120998859406,0.0854711532592773,23.6,26783744
265,104,104_vnf_1,3285.3233048915863,0.0754575729370117,120.8,26677248
266,105,105_client,3306.2944498062134,17.934804439544678,0.0,168976384
267,105,105_server,3317.010234594345,7.188004016876221,10.2,69259264
268,105,105_vnf_0,3306.4105598926544,0.0077135562896728,137.7,26783744
269,105,105_vnf_1,3306.626901626587,0.1661596298217773,27.2,26677248
270,106,106_client,3327.5944097042084,17.930806636810303,0.0,168976384
271,106,106_server,3338.2544655799866,7.239320278167725,9.9,69259264
272,106,106_vnf_0,3327.7107973098755,0.087693452835083,11.5,26783744
273,106,106_vnf_1,3327.923217535019,0.167724609375,12.0,26677248
274,107,107_client,3348.89399766922,18.03057026863098,0.0,168976384
275,107,107_server,3359.439682006836,7.453519582748413,10.1,69259264
276,107,107_vnf_0,3349.011981010437,0.083970308303833,12.0,26783744
277,107,107_vnf_1,3349.2235867977142,0.3661348819732666,13.9,26677248
278,108,108_client,3370.2961518764496,17.732213735580444,0.0,168976384
279,108,108_server,3380.892956018448,7.104496717453003,10.0,69259264
280,108,108_vnf_0,3370.413696527481,0.0793063640594482,12.7,26783744
281,108,108_vnf_1,3370.6241216659546,0.0730471611022949,27.7,26677248
282,109,109_client,3391.3970215320587,18.023441553115845,0.0,168976384
283,109,109_server,3401.997397661209,7.392319202423096,10.1,69259264
284,109,109_vnf_0,3391.5182151794434,0.0790069103240966,25.5,26783744
285,109,109_vnf_1,3391.724223613739,0.0713405609130859,14.2,26677248
286,110,110_client,3412.7954635620117,17.83116054534912,0.0,168976384
287,110,110_server,3423.4256176948547,7.169780731201172,10.0,69259264
288,110,110_vnf_0,3412.91358089447,0.0846724510192871,35.6,26783744
289,110,110_vnf_1,3413.124835252762,0.0730323791503906,13.8,26677248
290,111,111_client,3433.9005608558655,17.930725574493408,0.0,168976384
291,111,111_server,3444.470516204834,7.328938722610474,10.2,69259264
292,111,111_vnf_0,3434.0180003643036,0.077547550201416,26.0,26783744
293,111,111_vnf_1,3434.2274374961853,0.0681703090667724,0.0,26677248
294,112,112_client,3455.1925852298737,17.837078332901,0.0,168976384
295,112,112_server,3465.9781806468964,7.019141674041748,10.1,69259264
296,112,112_vnf_0,3455.308912038803,0.1811184883117675,83.8,26783744
297,112,112_vnf_1,3455.527495622635,0.1637382507324218,12.3,26677248
298,113,113_client,3476.3945384025574,18.13569521903992,0.0,168976384
299,113,113_server,3487.1147379875183,7.384172439575195,10.2,69259264
300,113,113_vnf_0,3476.518121957779,0.1717936992645263,172.2,26783744
301,113,113_vnf_1,3476.7238380908966,0.167344331741333,6.0,26677248
302,114,114_client,3497.797671556473,18.132137537002563,0.0,168976384
303,114,114_server,3508.4150879383087,7.483633756637573,10.2,69259264
304,114,114_vnf_0,3497.917508840561,0.1750655174255371,11.5,26783744
305,114,114_vnf_1,3498.1289756298065,0.1609361171722412,27.4,26677248
306,115,115_client,4017.898732662201,18.027215003967285,0.0,168976384
307,115,115_server,4028.596344470978,7.2986063957214355,10.1,69259264
308,115,115_vnf_0,4018.017102241516,0.0824921131134033,12.2,26783744
309,115,115_vnf_1,4018.2214171886444,0.077056884765625,13.2,26677248
310,116,116_client,4039.295693397522,18.22822856903076,0.0,168976384
311,116,116_server,4049.981777906418,7.5109124183654785,10.1,69259264
312,116,116_vnf_0,4039.4120812416077,0.0822575092315673,24.5,26783744
313,116,116_vnf_1,4039.6264867782593,0.1635463237762451,240.7,26677248
314,117,117_client,4060.9909086227417,17.937084436416626,0.0,168976384
315,117,117_server,4071.7076988220215,7.189063787460327,10.0,69259264
316,117,117_vnf_0,4061.1221554279327,0.1673760414123535,14.2,26783744
317,117,117_vnf_1,4061.3226234912872,0.0716474056243896,28.3,26677248
318,118,118_client,4082.2914447784424,17.829225301742554,0.0,168976384
319,118,118_server,4092.7330017089844,7.356903314590454,9.9,69259264
320,118,118_vnf_0,4082.4103770256042,0.1810603141784668,11.1,26783744
321,118,118_vnf_1,4082.6262860298157,0.0712745189666748,14.1,26677248
322,119,119_client,4103.492636680603,17.73672342300415,0.0,168976384
323,119,119_server,4114.136594057083,7.06108283996582,10.2,69259264
324,119,119_vnf_0,4103.610879182816,0.179227590560913,11.2,26783744
325,119,119_vnf_1,4103.824853181839,0.0716350078582763,14.1,26677248
326,120,120_client,4124.592655658722,17.627996921539307,0.0,168976384
327,120,120_server,4135.116410970688,7.073299407958984,10.0,69259264
328,120,120_vnf_0,4124.709287881851,0.0831401348114013,12.1,26783744
329,120,120_vnf_1,4124.9222893714905,0.0076823234558105,278.2,26677248
330,121,121_client,4145.59278512001,17.531657695770264,0.0,168976384
331,121,121_server,4155.993353366852,7.099881172180176,10.2,69259264
332,121,121_vnf_0,4145.712188005447,0.0809917449951171,24.8,26783744
333,121,121_vnf_1,4145.925098180771,0.0762872695922851,26.7,26677248
334,122,122_client,4166.592128753662,17.829193115234375,0.0,168976384
335,122,122_server,4177.038073301315,7.35202693939209,10.2,69259264
336,122,122_vnf_0,4166.707633018494,0.0864067077636718,23.3,26783744
337,122,122_vnf_1,4166.923025608063,0.0763523578643798,0.0,26677248
338,123,123_client,4187.797310829163,18.029793977737427,0.0,168976384
339,123,123_server,4198.864947080612,6.931576251983643,10.1,69259264
340,123,123_vnf_0,4187.915251016617,0.174579381942749,23.8,26783744
341,123,123_vnf_1,4188.12862610817,0.1615610122680664,12.4,26677248
342,124,124_client,4209.0974214077,18.024045944213867,0.0,168976384
343,124,124_server,4219.853576183319,7.237273693084717,9.9,69259264
344,124,124_vnf_0,4209.2144947052,0.0819888114929199,24.5,26783744
345,124,124_vnf_1,4209.4228937625885,0.1667473316192627,0.0,26677248
346,125,125_client,4230.494724273682,17.92846179008484,0.0,168976384
347,125,125_server,4241.2878959178925,7.104536056518555,10.0,69259264
348,125,125_vnf_0,4230.612525701523,0.085496187210083,11.8,26783744
349,125,125_vnf_1,4230.82563662529,0.1642959117889404,6.1,26677248
350,126,126_client,4251.797567129135,17.930226802825928,0.0,168976384
351,126,126_server,4262.45978808403,7.236131429672241,10.2,69259264
352,126,126_vnf_0,4251.914731502533,0.0056893825531005,0.0,26783744
353,126,126_vnf_1,4252.123770236969,0.3752312660217285,10.7,26677248
354,127,127_client,4273.094381809235,18.22646927833557,0.0,168976384
355,127,127_server,4283.814122200012,7.476085662841797,10.0,69259264
356,127,127_vnf_0,4273.214520215988,0.0790183544158935,25.5,26783744
357,127,127_vnf_1,4273.423958778381,0.0723927021026611,13.9,26677248
358,128,128_client,4294.597343683243,18.22706079483032,0.0,168976384
359,128,128_server,4305.216145277023,7.575974225997925,10.2,69259264
360,128,128_vnf_0,4294.7139980793,0.0788748264312744,25.7,26783744
361,128,128_vnf_1,4294.922593355179,0.0770840644836425,235.3,26677248
362,129,129_client,4316.09538769722,17.8258376121521,0.0,168976384
363,129,129_server,4326.628066062927,7.261716842651367,10.2,69259264
364,129,129_vnf_0,4316.210428714752,0.1795177459716797,11.7,26783744
365,129,129_vnf_1,4316.4238958358765,0.0075700283050537,140.7,26677248
366,130,130_client,4337.292934417725,17.83579683303833,0.0,168976384
367,130,130_server,4347.871471405029,7.226646423339844,10.1,69259264
368,130,130_vnf_0,4337.408502101898,0.0878655910491943,22.9,26783744
369,130,130_vnf_1,4337.6226687431335,0.1694416999816894,17.8,26677248
370,131,131_client,4358.500629901886,17.72105860710144,0.0,168976384
371,131,131_server,4369.109486103058,7.081085443496704,10.0,69259264
372,131,131_vnf_0,4358.619518041611,0.0726857185363769,13.9,26783744
373,131,131_vnf_1,4358.827838420868,0.1645870208740234,12.2,26677248
374,132,132_client,4379.592638969421,17.934558629989624,0.0,168976384
375,132,132_server,4390.2453956604,7.250995635986328,10.1,69259264
376,132,132_vnf_0,4379.708572626114,0.1817743778228759,11.0,26783744
377,132,132_vnf_1,4379.924166679382,0.0039193630218505,275.6,26677248
378,133,133_client,4400.894321918488,17.931602954864502,0.0,168976384
379,133,133_server,4411.556824207306,7.237816333770752,10.2,69259264
380,133,133_vnf_0,4401.008799791336,0.0901618003845214,11.1,26783744
381,133,133_vnf_1,4401.2256491184235,0.0690023899078369,14.6,26677248
382,134,134_client,4422.1952912807465,18.342108011245728,0.0,168976384
383,134,134_server,4432.8745057582855,7.624992847442627,10.2,69259264
384,134,134_vnf_0,4422.314223766327,0.0800039768218994,12.6,26783744
385,134,134_vnf_1,4422.525520324707,0.1642606258392334,26.8,26677248
386,135,135_client,4443.892607688904,18.341355800628666,0.0,168976384
387,135,135_server,4454.585822105408,7.609799385070801,10.1,69259264
388,135,135_vnf_0,4444.010565519333,0.0827338695526123,24.3,26783744
389,135,135_vnf_1,4444.291102409363,0.1024532318115234,0.0,26677248
390,136,136_client,4465.592445373535,18.63244605064392,0.0,168976384
391,136,136_server,4476.432775259018,7.761122941970825,10.2,69259264
392,136,136_vnf_0,4465.7535490989685,0.0434992313385009,23.2,26783744
393,136,136_vnf_1,4465.9225788116455,0.3687729835510254,10.9,26677248
394,137,137_client,4487.598342180252,17.82954239845276,0.0,168976384
395,137,137_server,4498.313554048538,7.082333326339722,10.0,69259264
396,137,137_vnf_0,4487.7151556015015,0.0795011520385742,12.7,26783744
397,137,137_vnf_1,4487.926846981049,0.1636438369750976,12.3,26677248
398,138,138_client,4508.795503616333,18.13354182243347,0.0,168976384
399,138,138_server,4519.471849679947,7.426306962966919,10.0,69259264
400,138,138_vnf_0,4508.910444736481,0.1799578666687011,16.7,26783744
401,138,138_vnf_1,4509.127434492111,0.0707793235778808,14.3,26677248
402,139,139_client,4530.295751094818,18.025442600250244,0.0,168976384
403,139,139_server,4540.999421834946,7.29045844078064,10.2,69259264
404,139,139_vnf_0,4530.412394523621,0.0853974819183349,23.6,26783744
405,139,139_vnf_1,4530.622276067734,0.1693034172058105,11.9,26677248
406,140,140_client,4551.696630716324,17.833905935287476,0.0,168976384
407,140,140_server,4562.332439899445,7.167074203491211,10.3,69259264
408,140,140_vnf_0,4551.8127155303955,0.0074162483215332,287.0,26783744
409,140,140_vnf_1,4552.0240178108215,0.006289005279541,171.4,26677248
410,141,141_client,4572.799418449402,17.623687744140625,0.0,168976384
